source_ip,destination_ip,destination_port,protocol,bytes_in,bytes_out,action,timestamp,connection_count,label,request_uri,user_agent
192.168.2.34,192.168.3.42,53,TCP,467,168,ALLOW,2025-09-24T19:38:29.700834Z,4,normal,,
192.168.1.33,192.168.9.245,53,TCP,853,189,ALLOW,2025-09-27T08:14:11.700834Z,2,normal,,
18.12.170.59,192.168.2.251,980,TCP,4,16,ALLOW,2025-09-24T01:54:25.713227Z,1,port_scan,,
192.168.9.124,192.168.2.241,443,UDP,613,225,ALLOW,2025-09-24T02:26:16.700834Z,5,normal,,
192.168.3.139,192.168.4.247,53,TCP,336,67,ALLOW,2025-09-23T19:19:13.700834Z,3,normal,,
192.168.5.112,91.54.172.69,21,TCP,140,96599,ALLOW,2025-09-28T01:51:04.715521Z,3,data_exfiltration,,
192.168.9.52,192.168.1.140,53,TCP,742,87,ALLOW,2025-09-23T06:28:08.700834Z,4,normal,,
192.168.4.113,192.168.9.179,443,TCP,570,218,ALLOW,2025-09-22T20:44:48.700834Z,4,normal,,
192.168.10.27,192.168.8.252,443,TCP,273,431,ALLOW,2025-09-23T20:02:01.700834Z,3,normal,,
192.168.8.72,192.168.4.49,53,TCP,677,312,ALLOW,2025-09-27T04:42:50.700834Z,2,normal,,
18.12.170.59,192.168.2.251,40,TCP,15,13,DROP,2025-09-24T01:52:51.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,81,68,DROP,2025-09-25T02:02:47.716190Z,38,brute_force,,
192.168.5.145,192.168.4.52,22,TCP,371,201,ALLOW,2025-09-24T05:50:19.700834Z,2,normal,,
192.168.7.10,192.168.8.64,443,UDP,229,60,ALLOW,2025-09-24T06:17:47.700834Z,4,normal,,
192.168.2.232,192.168.1.71,22,TCP,345,414,ALLOW,2025-09-27T22:53:49.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,439,490,ALLOW,2025-09-27T02:12:16.714579Z,7,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",curl/7.68.0
192.168.5.112,91.54.172.69,22,TCP,142,83574,ALLOW,2025-09-28T01:55:43.715521Z,1,data_exfiltration,,
192.168.2.191,192.168.6.24,22,TCP,186,466,ALLOW,2025-09-22T04:51:25.700834Z,2,normal,,
192.168.3.27,192.168.2.251,22,TCP,408,321,ALLOW,2025-09-27T22:16:47.700834Z,4,normal,,
192.168.2.25,192.168.7.58,22,TCP,388,297,ALLOW,2025-09-27T02:41:24.700834Z,2,normal,,
192.168.5.71,192.168.4.85,443,UDP,59,456,ALLOW,2025-09-23T05:31:17.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,69,52,ALLOW,2025-09-25T01:59:14.716190Z,45,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,30,0,DROP,2025-09-26T02:19:43.712017Z,172,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,787,342,ALLOW,2025-09-27T03:08:37.714579Z,7,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Mozilla/5.0 (compatible; sqlmap)
192.168.8.252,192.168.6.205,443,UDP,491,271,ALLOW,2025-09-22T04:25:58.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,55,98,DENY,2025-09-25T02:21:28.716190Z,38,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,112,40,DENY,2025-09-25T01:51:04.716190Z,40,brute_force,,
192.168.2.73,192.168.9.206,22,TCP,1200,455,ALLOW,2025-09-26T14:58:34.700834Z,4,normal,,
192.168.2.31,192.168.1.68,53,TCP,228,302,ALLOW,2025-09-25T00:53:45.700834Z,4,normal,,
41.203.175.109,192.168.5.71,80,HTTP,801,430,DROP,2025-09-27T02:39:05.714579Z,6,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Python-urllib/3.8
41.179.109.88,192.168.5.121,443,TCP,7,0,ALLOW,2025-09-26T02:17:12.712017Z,53,dos_attack,,
137.187.63.42,192.168.2.73,22,SSH,97,30,ALLOW,2025-09-25T02:57:22.716190Z,14,brute_force,,
192.168.8.138,192.168.1.176,443,TCP,781,1988,ALLOW,2025-09-26T13:21:44.700834Z,2,normal,,
192.168.5.112,91.54.172.69,443,TCP,200,93087,ALLOW,2025-09-28T05:39:27.715521Z,2,data_exfiltration,,
192.168.3.148,192.168.6.15,443,TCP,131,925,ALLOW,2025-09-22T17:43:36.700834Z,2,normal,,
192.168.7.77,192.168.1.33,443,TCP,59,254,ALLOW,2025-09-25T21:56:39.700834Z,1,normal,,
18.12.170.59,192.168.2.251,610,TCP,40,35,ALLOW,2025-09-24T02:13:29.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,710,TCP,38,14,REJECT,2025-09-24T02:09:40.713227Z,1,port_scan,,
192.168.7.188,192.168.6.38,22,TCP,202,354,ALLOW,2025-09-22T07:19:00.700834Z,4,normal,,
192.168.1.254,192.168.4.192,443,TCP,203,118,ALLOW,2025-09-24T23:18:51.700834Z,4,normal,,
192.168.2.232,192.168.8.83,22,TCP,2784,556,ALLOW,2025-09-25T15:32:16.700834Z,2,normal,,
192.168.8.64,192.168.7.241,443,TCP,1111,772,ALLOW,2025-09-22T10:51:54.700834Z,4,normal,,
18.12.170.59,192.168.2.251,320,TCP,16,8,ALLOW,2025-09-24T02:02:19.713227Z,1,port_scan,,
192.168.6.28,192.168.1.52,443,TCP,532,485,ALLOW,2025-09-26T02:48:15.700834Z,1,normal,,
192.168.8.218,192.168.6.135,53,UDP,957,428,ALLOW,2025-09-27T04:41:30.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,183,31,ALLOW,2025-09-25T02:17:44.716190Z,30,brute_force,,
192.168.6.234,192.168.4.58,443,TCP,370,42,ALLOW,2025-09-25T05:41:59.700834Z,3,normal,,
192.168.9.224,192.168.1.52,22,TCP,340,212,ALLOW,2025-09-25T18:56:08.700834Z,1,normal,,
192.168.10.73,192.168.8.64,80,TCP,1929,1875,ALLOW,2025-09-26T12:24:12.700834Z,2,normal,,
192.168.3.126,192.168.1.182,53,TCP,93,243,ALLOW,2025-09-26T21:30:23.700834Z,3,normal,,
192.168.8.218,192.168.5.71,443,TCP,751,214,ALLOW,2025-09-28T09:38:01.700834Z,3,normal,,
192.168.6.135,192.168.8.73,443,UDP,572,344,ALLOW,2025-09-24T02:49:23.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,66,0,DROP,2025-09-26T01:57:49.712017Z,115,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,420,500,DROP,2025-09-27T02:09:58.714579Z,1,sql_injection,/product.php?id=1 UNION SELECT password FROM users,curl/7.68.0
192.168.9.224,192.168.2.232,22,TCP,290,127,ALLOW,2025-09-28T01:39:32.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,673,480,DROP,2025-09-27T02:38:15.714579Z,4,sql_injection,/search.php?q='; DROP TABLE users; --,Python-urllib/3.8
41.179.109.88,192.168.5.121,443,TCP,20,0,DROP,2025-09-26T02:08:01.712017Z,102,dos_attack,,
137.187.63.42,192.168.2.73,22,SSH,180,62,DENY,2025-09-25T02:16:25.716190Z,26,brute_force,,
18.12.170.59,192.168.2.251,510,TCP,13,2,DROP,2025-09-24T01:53:38.713227Z,1,port_scan,,
192.168.9.52,192.168.6.234,22,UDP,975,463,ALLOW,2025-09-22T21:52:47.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,80,62,DROP,2025-09-25T03:13:12.716190Z,16,brute_force,,
18.12.170.59,192.168.2.251,90,TCP,24,31,DROP,2025-09-24T02:09:09.713227Z,1,port_scan,,
192.168.7.134,192.168.7.134,22,TCP,616,498,ALLOW,2025-09-22T06:34:31.700834Z,3,normal,,
192.168.4.113,192.168.10.118,443,TCP,716,338,ALLOW,2025-09-23T11:23:48.700834Z,5,normal,,
18.12.170.59,192.168.2.251,320,TCP,10,20,ALLOW,2025-09-24T01:52:04.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,67,60,DENY,2025-09-25T01:52:43.716190Z,38,brute_force,,
192.168.8.83,192.168.4.52,22,UDP,474,473,ALLOW,2025-09-22T23:03:49.700834Z,4,normal,,
192.168.4.192,192.168.4.49,22,TCP,194,60,ALLOW,2025-09-23T20:38:05.700834Z,5,normal,,
192.168.8.73,192.168.6.122,53,TCP,774,388,ALLOW,2025-09-27T14:30:28.700834Z,2,normal,,
192.168.5.138,192.168.9.124,22,TCP,539,296,ALLOW,2025-09-28T10:58:57.700834Z,4,normal,,
192.168.2.25,192.168.6.122,53,TCP,3802,681,ALLOW,2025-09-26T10:12:35.700834Z,1,normal,,
41.179.109.88,192.168.5.121,443,TCP,73,0,DROP,2025-09-26T01:52:51.712017Z,82,dos_attack,,
41.179.109.88,192.168.5.121,443,TCP,47,0,ALLOW,2025-09-26T01:52:43.712017Z,179,dos_attack,,
192.168.1.68,8.8.8.8,53,TCP,989,360,ALLOW,2025-09-24T07:15:23.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,65,81,ALLOW,2025-09-25T02:44:08.716190Z,47,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,9,0,DROP,2025-09-26T01:51:24.712017Z,135,dos_attack,,
192.168.10.73,192.168.8.49,443,UDP,578,385,ALLOW,2025-09-23T23:49:12.700834Z,5,normal,,
18.12.170.59,192.168.2.251,750,TCP,44,48,DROP,2025-09-24T02:05:54.713227Z,1,port_scan,,
192.168.2.232,192.168.1.33,22,UDP,96,225,ALLOW,2025-09-26T23:18:26.700834Z,3,normal,,
192.168.10.198,192.168.4.52,443,TCP,143,137,ALLOW,2025-09-25T02:46:33.700834Z,3,normal,,
192.168.1.230,192.168.9.25,53,TCP,210,29,ALLOW,2025-09-26T20:26:13.700834Z,3,normal,,
192.168.8.252,192.168.1.182,443,TCP,805,37,ALLOW,2025-09-27T10:52:22.700834Z,5,normal,,
192.168.4.113,8.8.8.8,80,UDP,1737,596,ALLOW,2025-09-22T17:18:26.700834Z,3,normal,,
192.168.10.198,192.168.2.232,22,UDP,172,277,ALLOW,2025-09-29T00:19:22.700834Z,2,normal,,
192.168.5.112,91.54.172.69,443,TCP,469,85997,ALLOW,2025-09-28T03:32:12.715521Z,1,data_exfiltration,,
192.168.10.198,192.168.7.10,53,UDP,441,286,ALLOW,2025-09-23T03:25:23.700834Z,4,normal,,
41.203.175.109,192.168.5.71,80,HTTP,655,366,ALLOW,2025-09-27T02:00:24.714579Z,8,sql_injection,/product.php?id=1 UNION SELECT password FROM users,sqlmap/1.4.12
18.12.170.59,192.168.2.251,590,TCP,4,36,DROP,2025-09-24T02:01:52.713227Z,1,port_scan,,
192.168.9.50,192.168.1.182,53,UDP,180,268,ALLOW,2025-09-23T19:53:41.700834Z,5,normal,,
41.203.175.109,192.168.5.71,80,HTTP,278,267,DROP,2025-09-27T02:18:28.714579Z,1,sql_injection,/search.php?q='; DROP TABLE users; --,sqlmap/1.4.12
192.168.7.10,192.168.10.73,22,TCP,703,292,ALLOW,2025-09-27T17:57:38.700834Z,5,normal,,
192.168.4.160,192.168.8.64,443,TCP,290,351,ALLOW,2025-09-25T00:59:16.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,88,95,DENY,2025-09-25T01:52:07.716190Z,46,brute_force,,
192.168.6.214,192.168.8.218,443,UDP,3961,1826,ALLOW,2025-09-24T16:56:18.700834Z,4,normal,,
192.168.3.148,192.168.5.181,53,UDP,316,96,ALLOW,2025-09-27T06:46:41.700834Z,5,normal,,
192.168.7.77,192.168.9.35,80,TCP,797,444,ALLOW,2025-09-23T13:54:18.700834Z,5,normal,,
192.168.9.224,192.168.10.73,443,TCP,876,239,ALLOW,2025-09-29T01:04:11.700834Z,5,normal,,
137.187.63.42,192.168.2.73,22,SSH,161,85,ALLOW,2025-09-25T02:12:16.716190Z,21,brute_force,,
18.12.170.59,192.168.2.251,270,TCP,0,7,REJECT,2025-09-24T02:10:39.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,560,TCP,30,32,REJECT,2025-09-24T02:04:19.713227Z,1,port_scan,,
192.168.1.71,192.168.2.73,22,UDP,90,347,ALLOW,2025-09-24T23:14:12.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,165,59,ALLOW,2025-09-25T03:04:18.716190Z,29,brute_force,,
192.168.4.52,192.168.1.254,443,UDP,770,1852,ALLOW,2025-09-24T10:32:05.700834Z,4,normal,,
192.168.2.251,192.168.9.125,22,TCP,667,286,ALLOW,2025-09-22T03:57:58.700834Z,4,normal,,
192.168.10.118,192.168.1.254,443,UDP,51,487,ALLOW,2025-09-27T02:48:41.700834Z,4,normal,,
192.168.7.241,192.168.4.247,22,TCP,867,169,ALLOW,2025-09-22T04:30:40.700834Z,5,normal,,
192.168.1.33,192.168.2.31,443,UDP,3252,1959,ALLOW,2025-09-22T13:09:36.700834Z,4,normal,,
192.168.5.121,192.168.4.113,443,TCP,2571,1417,ALLOW,2025-09-22T14:27:27.700834Z,1,normal,,
192.168.9.165,192.168.4.247,22,TCP,660,322,ALLOW,2025-09-26T05:39:40.700834Z,4,normal,,
18.12.170.59,192.168.2.251,270,TCP,13,10,DROP,2025-09-24T01:52:44.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,48,0,DROP,2025-09-26T01:54:54.712017Z,200,dos_attack,,
192.168.5.225,192.168.1.38,53,UDP,982,464,ALLOW,2025-09-27T07:51:37.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,80,90,ALLOW,2025-09-25T02:02:32.716190Z,28,brute_force,,
192.168.2.227,192.168.9.179,22,TCP,2541,1437,ALLOW,2025-09-25T15:46:11.700834Z,1,normal,,
192.168.6.135,192.168.6.38,53,TCP,935,287,ALLOW,2025-09-26T18:44:39.700834Z,1,normal,,
192.168.3.148,192.168.7.188,22,TCP,839,180,ALLOW,2025-09-25T18:52:53.700834Z,1,normal,,
192.168.8.72,192.168.7.100,22,TCP,511,342,ALLOW,2025-09-27T00:34:57.700834Z,1,normal,,
18.12.170.59,192.168.2.251,740,TCP,31,4,ALLOW,2025-09-24T01:56:58.713227Z,1,port_scan,,
192.168.8.83,192.168.5.121,443,TCP,761,371,ALLOW,2025-09-23T22:27:09.700834Z,4,normal,,
41.203.175.109,192.168.5.71,80,HTTP,372,101,ALLOW,2025-09-27T02:17:08.714579Z,4,sql_injection,/login.php?user=admin' or '1'='1,Mozilla/5.0 (compatible; sqlmap)
192.168.4.52,192.168.2.73,443,TCP,2683,1058,ALLOW,2025-09-26T13:58:11.700834Z,2,normal,,
18.12.170.59,192.168.2.251,190,TCP,38,31,ALLOW,2025-09-24T01:52:29.713227Z,1,port_scan,,
192.168.2.34,192.168.4.113,80,UDP,2036,1561,ALLOW,2025-09-23T13:59:06.700834Z,5,normal,,
192.168.8.83,192.168.7.10,53,TCP,102,416,ALLOW,2025-09-25T23:49:26.700834Z,4,normal,,
192.168.5.112,91.54.172.69,22,TCP,356,33183,ALLOW,2025-09-28T03:02:28.715521Z,3,data_exfiltration,,
192.168.5.112,91.54.172.69,21,TCP,253,2686,ALLOW,2025-09-28T08:24:01.715521Z,3,data_exfiltration,,
192.168.5.225,192.168.9.35,22,TCP,208,144,ALLOW,2025-09-26T02:28:55.700834Z,5,normal,,
18.12.170.59,192.168.2.251,40,TCP,2,15,ALLOW,2025-09-24T01:58:08.713227Z,1,port_scan,,
192.168.7.188,192.168.2.73,22,UDP,802,375,ALLOW,2025-09-25T22:48:24.700834Z,3,normal,,
18.12.170.59,192.168.2.251,310,TCP,30,47,REJECT,2025-09-24T01:53:29.713227Z,1,port_scan,,
192.168.1.140,192.168.2.73,22,TCP,4478,1347,ALLOW,2025-09-23T13:42:21.700834Z,3,normal,,
192.168.4.247,192.168.1.52,22,TCP,844,429,ALLOW,2025-09-28T02:32:00.700834Z,2,normal,,
192.168.9.52,192.168.4.26,443,TCP,1427,1323,ALLOW,2025-09-26T10:46:59.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,71,21,DROP,2025-09-25T02:22:32.716190Z,41,brute_force,,
192.168.2.31,192.168.2.232,53,TCP,961,242,ALLOW,2025-09-24T01:54:36.700834Z,3,normal,,
192.168.4.52,192.168.10.27,443,TCP,770,255,ALLOW,2025-09-25T18:38:28.700834Z,4,normal,,
192.168.3.139,192.168.1.159,22,TCP,429,467,ALLOW,2025-09-28T09:54:27.700834Z,2,normal,,
192.168.8.138,192.168.8.138,80,UDP,2399,1059,ALLOW,2025-09-26T11:34:56.700834Z,1,normal,,
192.168.5.225,192.168.10.73,443,TCP,2438,1372,ALLOW,2025-09-25T13:31:02.700834Z,5,normal,,
192.168.4.11,192.168.9.35,53,TCP,2325,737,ALLOW,2025-09-25T13:04:31.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,101,49,DENY,2025-09-25T02:42:21.716190Z,50,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,554,451,ALLOW,2025-09-27T02:21:49.714579Z,7,sql_injection,/login.php?user=admin' or '1'='1,Mozilla/5.0 (compatible; sqlmap)
18.12.170.59,192.168.2.251,400,TCP,4,3,ALLOW,2025-09-24T02:00:36.713227Z,1,port_scan,,
192.168.1.230,192.168.8.231,443,TCP,756,247,ALLOW,2025-09-27T05:57:59.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,46,0,DROP,2025-09-26T01:51:45.712017Z,152,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,396,392,DROP,2025-09-27T04:11:04.714579Z,5,sql_injection,/search.php?q='; DROP TABLE users; --,sqlmap/1.4.12
137.187.63.42,192.168.2.73,22,SSH,118,33,ALLOW,2025-09-25T02:27:04.716190Z,41,brute_force,,
192.168.3.126,192.168.2.123,443,TCP,395,106,ALLOW,2025-09-25T18:39:47.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,136,77,DROP,2025-09-25T02:12:18.716190Z,43,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,138,59,DENY,2025-09-25T02:04:07.716190Z,37,brute_force,,
18.12.170.59,192.168.2.251,670,TCP,29,20,ALLOW,2025-09-24T02:00:14.713227Z,1,port_scan,,
192.168.5.112,91.54.172.69,21,TCP,260,86957,ALLOW,2025-09-28T03:27:21.715521Z,3,data_exfiltration,,
18.12.170.59,192.168.2.251,930,TCP,3,4,DROP,2025-09-24T01:57:36.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,13,0,DROP,2025-09-26T02:00:07.712017Z,161,dos_attack,,
137.187.63.42,192.168.2.73,22,SSH,98,46,DROP,2025-09-25T02:03:58.716190Z,42,brute_force,,
192.168.3.139,192.168.6.28,80,UDP,2625,796,ALLOW,2025-09-23T14:58:20.700834Z,2,normal,,
192.168.5.112,91.54.172.69,21,TCP,179,84843,ALLOW,2025-09-28T05:12:00.715521Z,2,data_exfiltration,,
41.179.109.88,192.168.5.121,443,TCP,21,0,DROP,2025-09-26T02:13:28.712017Z,133,dos_attack,,
192.168.9.70,192.168.2.34,22,UDP,433,173,ALLOW,2025-09-27T18:57:07.700834Z,5,normal,,
192.168.10.151,192.168.2.31,53,UDP,347,476,ALLOW,2025-09-28T18:02:57.700834Z,3,normal,,
192.168.7.10,192.168.6.122,443,TCP,931,478,ALLOW,2025-09-24T19:02:09.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,110,40,DENY,2025-09-25T02:29:34.716190Z,30,brute_force,,
192.168.2.73,192.168.2.191,443,TCP,3824,1996,ALLOW,2025-09-25T10:53:24.700834Z,1,normal,,
192.168.9.70,192.168.5.121,443,TCP,895,23,ALLOW,2025-09-26T22:27:02.700834Z,3,normal,,
192.168.1.71,192.168.9.43,443,UDP,517,302,ALLOW,2025-09-27T19:23:42.700834Z,5,normal,,
192.168.6.15,192.168.2.34,443,TCP,785,93,ALLOW,2025-09-29T01:20:44.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,40,0,ALLOW,2025-09-26T02:01:04.712017Z,154,dos_attack,,
192.168.5.112,91.54.172.69,21,TCP,305,30855,ALLOW,2025-09-28T02:09:13.715521Z,3,data_exfiltration,,
192.168.10.27,192.168.6.15,80,TCP,4158,431,ALLOW,2025-09-22T12:26:09.700834Z,1,normal,,
192.168.8.64,192.168.8.49,443,UDP,582,23,ALLOW,2025-09-28T10:03:07.700834Z,3,normal,,
192.168.9.50,192.168.10.118,53,UDP,690,175,ALLOW,2025-09-23T04:03:20.700834Z,4,normal,,
192.168.6.38,192.168.2.251,443,TCP,4135,1307,ALLOW,2025-09-23T12:46:05.700834Z,4,normal,,
18.12.170.59,192.168.2.251,80,TCP,9,29,DROP,2025-09-24T01:51:10.713227Z,1,port_scan,,
192.168.3.139,192.168.1.68,53,TCP,3496,897,ALLOW,2025-09-23T12:11:58.700834Z,5,normal,,
192.168.1.159,192.168.4.113,80,UDP,2389,1997,ALLOW,2025-09-23T13:38:48.700834Z,3,normal,,
192.168.4.26,192.168.5.112,80,TCP,1748,1463,ALLOW,2025-09-24T15:41:56.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,77,34,DROP,2025-09-25T03:08:44.716190Z,12,brute_force,,
18.12.170.59,192.168.2.251,445,TCP,20,44,ALLOW,2025-09-24T02:01:22.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,44,0,DROP,2025-09-26T01:55:36.712017Z,173,dos_attack,,
192.168.9.203,192.168.9.125,443,TCP,611,154,ALLOW,2025-09-25T05:29:39.700834Z,5,normal,,
192.168.6.234,192.168.9.124,80,TCP,4071,218,ALLOW,2025-09-22T09:48:08.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,137,55,ALLOW,2025-09-25T01:52:44.716190Z,33,brute_force,,
192.168.10.252,192.168.8.231,443,TCP,120,291,ALLOW,2025-09-28T19:22:00.700834Z,3,normal,,
192.168.9.50,1.1.1.1,443,UDP,2764,180,ALLOW,2025-09-23T14:19:43.700834Z,4,normal,,
192.168.4.192,192.168.9.52,53,UDP,984,235,ALLOW,2025-09-23T19:50:05.700834Z,1,normal,,
192.168.9.245,192.168.9.203,80,UDP,4135,287,ALLOW,2025-09-22T12:41:23.700834Z,4,normal,,
192.168.8.73,192.168.2.227,22,TCP,450,56,ALLOW,2025-09-26T07:18:10.700834Z,3,normal,,
192.168.10.73,192.168.9.124,80,TCP,3955,1552,ALLOW,2025-09-22T14:43:56.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,45,0,DROP,2025-09-26T02:00:59.712017Z,188,dos_attack,,
18.12.170.59,192.168.2.251,750,TCP,50,18,REJECT,2025-09-24T02:05:13.713227Z,1,port_scan,,
192.168.5.225,192.168.9.165,53,TCP,115,297,ALLOW,2025-09-26T06:12:08.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,150,89,ALLOW,2025-09-25T03:01:46.716190Z,22,brute_force,,
192.168.2.31,192.168.9.179,22,TCP,265,322,ALLOW,2025-09-27T21:18:57.700834Z,1,normal,,
192.168.8.72,192.168.5.112,22,TCP,254,232,ALLOW,2025-09-28T15:07:20.700834Z,5,normal,,
192.168.1.33,192.168.2.227,443,TCP,1304,1687,ALLOW,2025-09-25T14:16:09.700834Z,3,normal,,
18.12.170.59,192.168.2.251,300,TCP,11,32,ALLOW,2025-09-24T01:51:32.713227Z,1,port_scan,,
192.168.2.191,192.168.9.43,53,TCP,662,421,ALLOW,2025-09-23T04:57:28.700834Z,3,normal,,
18.12.170.59,192.168.2.251,200,TCP,19,2,ALLOW,2025-09-24T02:01:19.713227Z,1,port_scan,,
192.168.9.43,192.168.6.28,443,UDP,639,453,ALLOW,2025-09-22T18:08:08.700834Z,2,normal,,
192.168.10.198,192.168.2.191,22,UDP,253,402,ALLOW,2025-09-26T00:47:50.700834Z,1,normal,,
18.12.170.59,192.168.2.251,90,TCP,15,1,REJECT,2025-09-24T01:51:11.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,184,41,DROP,2025-09-25T02:19:04.716190Z,16,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,648,158,ALLOW,2025-09-27T02:10:52.714579Z,7,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",Mozilla/5.0 (compatible; sqlmap)
41.179.109.88,192.168.5.121,443,TCP,66,0,DROP,2025-09-26T01:51:10.712017Z,82,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,222,194,DROP,2025-09-27T03:12:09.714579Z,2,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",sqlmap/1.4.12
18.12.170.59,192.168.2.251,230,TCP,4,34,DROP,2025-09-24T01:51:46.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,33,0,ALLOW,2025-09-26T02:01:29.712017Z,73,dos_attack,,
192.168.2.227,192.168.1.182,443,TCP,2808,382,ALLOW,2025-09-24T10:00:41.700834Z,2,normal,,
192.168.9.245,192.168.4.192,53,UDP,650,365,ALLOW,2025-09-25T08:14:58.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,64,0,ALLOW,2025-09-26T01:51:48.712017Z,56,dos_attack,,
192.168.2.191,192.168.2.73,53,TCP,711,422,ALLOW,2025-09-26T05:41:47.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,139,48,DROP,2025-09-25T01:56:09.716190Z,36,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,69,92,DROP,2025-09-25T02:00:24.716190Z,45,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,97,0,DROP,2025-09-26T02:24:14.712017Z,181,dos_attack,,
192.168.7.196,192.168.3.118,53,TCP,752,357,ALLOW,2025-09-27T13:28:54.700834Z,2,normal,,
192.168.5.145,192.168.10.252,443,TCP,69,151,ALLOW,2025-09-22T03:22:50.700834Z,1,normal,,
18.12.170.59,192.168.2.251,440,TCP,6,44,REJECT,2025-09-24T01:58:25.713227Z,1,port_scan,,
192.168.10.198,192.168.8.64,80,UDP,3893,1631,ALLOW,2025-09-26T14:49:16.700834Z,3,normal,,
192.168.6.234,192.168.7.188,80,TCP,2493,1478,ALLOW,2025-09-22T17:43:58.700834Z,1,normal,,
41.179.109.88,192.168.5.121,443,TCP,98,0,DROP,2025-09-26T02:05:11.712017Z,63,dos_attack,,
192.168.7.134,192.168.1.159,22,TCP,976,414,ALLOW,2025-09-27T04:13:36.700834Z,5,normal,,
192.168.4.247,192.168.1.176,22,TCP,824,321,ALLOW,2025-09-28T15:33:34.700834Z,4,normal,,
192.168.1.182,192.168.1.68,80,TCP,1926,1779,ALLOW,2025-09-26T11:40:56.700834Z,3,normal,,
18.12.170.59,192.168.2.251,760,TCP,2,30,REJECT,2025-09-24T01:53:32.713227Z,1,port_scan,,
192.168.1.159,192.168.8.231,443,TCP,498,389,ALLOW,2025-09-27T20:32:36.700834Z,1,normal,,
192.168.2.204,192.168.5.138,443,TCP,741,303,ALLOW,2025-09-24T03:46:54.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,183,86,ALLOW,2025-09-25T02:22:16.716190Z,27,brute_force,,
192.168.1.230,192.168.6.28,53,UDP,334,316,ALLOW,2025-09-23T20:14:51.700834Z,5,normal,,
41.203.175.109,192.168.5.71,80,HTTP,397,489,ALLOW,2025-09-27T02:11:08.714579Z,5,sql_injection,/login.php?user=admin' or '1'='1,Mozilla/5.0 (compatible; sqlmap)
192.168.1.254,192.168.9.50,53,TCP,383,112,ALLOW,2025-09-22T19:00:39.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,292,499,DROP,2025-09-27T02:09:12.714579Z,6,sql_injection,/login.php?user=admin' or '1'='1,sqlmap/1.4.12
