source_ip_hash,dest_ip_hash,dest_port,protocol_numeric,bytes_in,bytes_out,total_bytes,bytes_ratio,hour_of_day,day_of_week,is_weekend,is_business_hours,source_is_private,dest_is_private,source_is_internal,dest_is_internal,is_external_connection,ip_geolocation_risk,is_well_known_port,is_high_risk_port,is_high_port,is_web_port,is_ssh_port,is_database_port,port_category,is_high_volume,is_low_volume,is_upload_heavy,is_download_heavy,traffic_symmetry,has_failed_attempts,suspicious_user_agent,potential_sql_injection,potential_xss,potential_dos,repeated_connections,label
778,3296,443,1,2472,132,2604,0.05339805825242718,13,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.10138248847926268,False,False,False,False,False,False,normal
4527,47,22,1,443,53,496,0.11963882618510158,0,2,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.21370967741935487,False,False,False,False,False,False,normal
5824,4834,443,1,82,0,82,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
553,5489,22,2,335,27,362,0.08059701492537313,19,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.149171270718232,False,False,False,False,False,False,normal
4464,2181,770,1,43,40,83,0.9302325581395349,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.963855421686747,True,False,False,False,False,False,port_scan
827,8396,22,0,175,23,198,0.13142857142857142,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.23232323232323238,True,False,False,False,False,True,brute_force
4464,2181,580,1,28,27,55,0.9642857142857143,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.9818181818181818,False,False,False,False,False,False,port_scan
4464,2181,520,1,39,1,40,0.02564102564102564,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.050000000000000044,True,False,False,False,False,False,port_scan
4464,2181,220,1,8,0,8,0.0,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.0,True,False,False,False,False,False,port_scan
827,8396,22,0,190,61,251,0.32105263157894737,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.4860557768924303,False,False,False,False,False,True,brute_force
6349,1920,443,1,260,368,628,1.4153846153846155,12,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8280254777070064,False,False,False,False,False,False,normal
598,8396,53,1,465,200,665,0.43010752688172044,18,2,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.6015037593984962,False,False,False,False,False,False,normal
47,4555,80,2,1155,1227,2382,1.0623376623376624,13,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.9697732997481109,False,False,False,False,False,False,normal
778,7373,22,1,173,377,550,2.179190751445087,4,2,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,True,False,0.6290909090909091,False,False,False,False,False,False,normal
6861,6861,443,2,936,223,1159,0.23824786324786323,7,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.3848144952545298,False,False,False,False,False,False,normal
778,8396,443,2,138,230,368,1.6666666666666667,18,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.75,False,False,False,False,False,False,normal
8320,8213,53,1,517,24,541,0.04642166344294004,3,1,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.08872458410351203,False,False,False,False,False,False,normal
9345,1388,53,1,147,20,167,0.1360544217687075,4,1,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.23952095808383234,False,False,False,False,False,False,normal
7819,7748,21,1,364,76662,77026,210.6098901098901,4,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.009451354088229946,False,False,False,False,False,False,data_exfiltration
827,8396,22,0,80,59,139,0.7375,3,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.8489208633093526,True,False,False,False,False,True,brute_force
553,7841,22,1,496,226,722,0.45564516129032256,0,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.6260387811634349,False,False,False,False,False,False,normal
7819,7748,443,1,263,73908,74171,281.01901140684413,4,6,True,False,True,False,True,False,True,1,True,False,False,True,False,False,1,True,False,True,False,0.007091720483747066,False,False,False,False,False,False,data_exfiltration
4464,2181,780,1,25,6,31,0.24,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.3870967741935484,True,False,False,False,False,False,port_scan
4441,8320,443,1,115,154,269,1.3391304347826087,8,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8550185873605948,False,False,False,False,False,False,normal
1125,8730,443,2,4897,484,5381,0.09883602205431898,9,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.1798922133432448,False,False,False,False,False,False,normal
7747,1677,53,1,4154,840,4994,0.20221473278767452,17,0,False,True,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.3364036844213055,False,False,False,False,False,False,normal
2032,598,443,1,854,166,1020,0.19437939110070257,21,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.3254901960784313,False,False,False,False,False,False,normal
4464,2181,170,1,29,26,55,0.896551724137931,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.9454545454545454,True,False,False,False,False,False,port_scan
7819,7748,22,1,431,59542,59973,138.14849187935036,5,6,True,False,True,False,True,False,True,1,True,False,False,False,True,False,1,True,False,True,False,0.014373134577226443,False,False,False,False,False,False,data_exfiltration
8716,3168,22,1,911,102,1013,0.1119648737650933,18,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.20138203356367224,False,False,False,False,False,False,normal
1388,598,443,1,507,295,802,0.5818540433925049,0,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7356608478802993,False,False,False,False,False,False,normal
4555,4555,22,1,601,61,662,0.10149750415973377,0,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.18429003021148038,False,False,False,False,False,False,normal
7819,7748,21,1,106,29446,29552,277.79245283018867,4,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.007173795343800804,False,False,False,False,False,False,data_exfiltration
5505,778,443,1,4198,1960,6158,0.46688899475940926,10,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.6365703150373498,False,False,False,False,False,False,normal
4012,9136,80,4,886,305,1191,0.3442437923250564,3,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.5121746431570109,True,False,True,False,False,False,sql_injection
5824,4834,443,1,12,0,12,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
2519,4343,443,1,3671,463,4134,0.12612367202397168,17,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.22399612965650706,False,False,False,False,False,False,normal
8192,4055,53,1,636,220,856,0.34591194968553457,2,0,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.514018691588785,False,False,False,False,False,False,normal
5824,4834,443,1,47,0,47,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
9535,8894,53,2,698,35,733,0.050143266475644696,19,1,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.09549795361527968,False,False,False,False,False,False,normal
9807,3273,22,1,528,475,1003,0.8996212121212122,3,1,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.9471585244267199,False,False,False,False,False,False,normal
8396,1025,443,1,532,319,851,0.599624060150376,18,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7497062279670975,False,False,False,False,False,False,normal
5824,4834,443,1,73,0,73,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
5426,5606,22,2,847,63,910,0.0743801652892562,2,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.1384615384615384,False,False,False,False,False,False,normal
4464,2181,270,1,21,29,50,1.380952380952381,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.84,False,False,False,False,False,False,port_scan
2,696,80,1,3117,1736,4853,0.5569457811998717,11,2,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7154337523181538,False,False,False,False,False,False,normal
5824,4834,443,1,4,0,4,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
1677,4055,53,2,381,331,712,0.868766404199475,7,5,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.9297752808988764,False,False,False,False,False,False,normal
7841,9489,53,1,170,154,324,0.9058823529411765,18,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.9506172839506173,False,False,False,False,False,False,normal
5824,4834,443,1,47,0,47,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
6293,5489,443,1,1716,970,2686,0.5652680652680653,10,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7222635889798957,False,False,False,False,False,False,normal
7819,7748,443,1,392,37696,38088,96.16326530612245,2,6,True,False,True,False,True,False,True,1,True,False,False,True,False,False,1,True,False,True,False,0.02058391094307921,False,False,False,False,False,False,data_exfiltration
598,3296,53,1,2127,993,3120,0.46685472496473907,16,4,False,True,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.6365384615384615,False,False,False,False,False,False,normal
8396,2995,443,2,953,300,1253,0.3147953830010493,3,0,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.47885075818036715,False,False,False,False,False,False,normal
4464,2181,350,1,49,50,99,1.0204081632653061,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.98989898989899,True,False,False,False,False,False,port_scan
4464,2181,150,1,28,17,45,0.6071428571428571,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.7555555555555555,True,False,False,False,False,False,port_scan
7314,6293,443,1,3638,1704,5342,0.468389224848818,9,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.6379633096218644,False,False,False,False,False,False,normal
827,8396,22,0,174,64,238,0.367816091954023,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.5378151260504201,True,False,False,False,False,True,brute_force
5824,4834,443,1,51,0,51,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
5505,8396,22,1,564,372,936,0.6595744680851063,23,3,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7948717948717949,False,False,False,False,False,False,normal
4464,2181,470,1,33,49,82,1.4848484848484849,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.8048780487804879,False,False,False,False,False,False,port_scan
827,8396,22,0,179,80,259,0.44692737430167595,3,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.6177606177606177,False,False,False,False,False,True,brute_force
4012,9136,80,4,876,158,1034,0.18036529680365296,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.30560928433268864,True,False,True,False,False,False,sql_injection
5824,4834,443,1,80,0,80,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
7819,7748,21,1,255,27373,27628,107.34509803921569,3,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.018459533806283512,False,False,False,False,False,False,data_exfiltration
2327,8665,80,1,2888,622,3510,0.21537396121883656,9,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.3544159544159544,False,False,False,False,False,False,normal
7596,4844,443,1,883,150,1033,0.16987542468856173,19,0,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.29041626331074544,False,False,False,False,False,False,normal
2327,8894,80,1,4139,186,4325,0.04493839091568012,12,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.08601156069364158,False,False,False,False,False,False,normal
9807,6748,443,1,200,32,232,0.16,19,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.27586206896551724,False,False,False,False,False,False,normal
8665,2032,22,1,710,98,808,0.13802816901408452,19,0,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.24257425742574257,False,False,False,False,False,False,normal
8396,6861,53,1,709,60,769,0.0846262341325811,7,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.15604681404421328,False,False,False,False,False,False,normal
2180,6349,443,1,106,460,566,4.339622641509434,23,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,True,False,0.3745583038869258,False,False,False,False,False,False,normal
6938,4777,443,2,3287,1445,4732,0.4396105871615455,14,2,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.610735418427726,False,False,False,False,False,False,normal
5824,4834,443,1,15,0,15,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
4012,9136,80,4,321,247,568,0.7694704049844237,1,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.869718309859155,True,True,True,False,False,False,sql_injection
4343,8320,80,1,4888,830,5718,0.1698036006546645,13,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.2903112976565233,False,False,False,False,False,False,normal
4012,9136,80,4,639,147,786,0.2300469483568075,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.3740458015267175,False,False,True,False,False,False,sql_injection
4012,9136,80,4,383,317,700,0.8276762402088773,3,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.9057142857142857,True,True,True,False,False,False,sql_injection
1920,5426,53,1,767,303,1070,0.39504563233376794,22,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5663551401869159,False,False,False,False,False,False,normal
4766,7747,80,1,1032,756,1788,0.7325581395348837,16,2,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8456375838926175,False,False,False,False,False,False,normal
9417,4527,443,1,87,193,280,2.218390804597701,12,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,True,False,0.6214285714285714,False,False,False,False,False,False,normal
8894,3296,53,1,268,341,609,1.2723880597014925,8,4,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.8801313628899836,False,False,False,False,False,False,normal
7819,7748,22,1,167,36186,36353,216.68263473053892,3,6,True,False,True,False,True,False,True,1,True,False,False,False,True,False,1,True,False,True,False,0.009187687398564126,False,False,False,False,False,False,data_exfiltration
529,8838,53,1,601,439,1040,0.7304492512479202,20,0,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.8442307692307692,False,False,False,False,False,False,normal
2327,9535,443,2,905,320,1225,0.35359116022099446,2,5,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5224489795918368,False,False,False,False,False,False,normal
3087,6938,443,1,385,358,743,0.9298701298701298,7,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.9636608344549125,False,False,False,False,False,False,normal
4464,2181,220,1,29,46,75,1.5862068965517242,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.7733333333333333,True,False,False,False,False,False,port_scan
4012,9136,80,4,918,196,1114,0.21350762527233116,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.35188509874326745,False,True,True,False,False,False,sql_injection
6349,9097,53,1,380,466,846,1.2263157894736842,2,2,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.8983451536643026,False,False,False,False,False,False,normal
5824,4834,443,1,27,0,27,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
4844,1025,22,2,578,411,989,0.7110726643598616,20,6,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.8311425682507583,False,False,False,False,False,False,normal
8812,3944,22,2,296,483,779,1.6317567567567568,6,4,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7599486521181001,False,False,False,False,False,False,normal
28,5174,80,1,4992,574,5566,0.11498397435897435,17,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.20625224577793744,False,False,False,False,False,False,normal
7596,9136,443,2,728,108,836,0.14835164835164835,16,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.2583732057416268,False,False,False,False,False,False,normal
827,8396,22,0,160,23,183,0.14375,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.2513661202185792,True,False,False,False,False,True,brute_force
4012,9136,80,4,518,479,997,0.9247104247104247,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.9608826479438315,True,True,True,False,False,False,sql_injection
8128,5174,80,1,3783,557,4340,0.1472376420830029,13,1,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.25668202764976955,False,False,False,False,False,False,normal
7819,7748,22,1,484,49850,50334,102.99586776859505,1,6,True,False,True,False,True,False,True,1,True,False,False,False,True,False,1,True,False,True,False,0.01923153335717409,False,False,False,False,False,False,data_exfiltration
4464,2181,30,1,32,6,38,0.1875,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.3157894736842105,True,False,False,False,False,False,port_scan
827,8396,22,0,82,48,130,0.5853658536585366,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.7384615384615385,False,False,False,False,False,True,brute_force
9535,2947,53,1,121,173,294,1.4297520661157024,13,6,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.8231292517006803,False,False,False,False,False,False,normal
9336,7841,80,2,506,383,889,0.7569169960474308,9,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.8616422947131609,False,False,False,False,False,False,normal
9489,8252,22,1,111,152,263,1.3693693693693694,19,4,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.844106463878327,False,False,False,False,False,False,normal
6293,1025,53,1,846,343,1189,0.40543735224586286,5,0,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5769554247266611,False,False,False,False,False,False,normal
2032,4834,22,1,411,284,695,0.6909975669099757,21,3,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.8172661870503597,False,False,False,False,False,False,normal
6108,7314,443,1,748,413,1161,0.5521390374331551,16,6,True,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7114556416881999,False,False,False,False,False,False,normal
827,8396,22,0,175,44,219,0.25142857142857145,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.4018264840182648,True,False,False,False,False,True,brute_force
2181,5489,80,2,4080,219,4299,0.05367647058823529,14,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.10188415910676907,False,False,False,False,False,False,normal
8192,8320,80,1,4334,1733,6067,0.3998615597600369,12,3,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5712872919070381,False,False,False,False,False,False,normal
8213,8645,80,1,2822,1724,4546,0.6109142452161588,9,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7584689837219534,False,False,False,False,False,False,normal
5824,4834,443,1,78,0,78,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
5824,4834,443,1,59,0,59,0.0,1,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
5489,8838,53,1,467,168,635,0.35974304068522484,19,2,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.5291338582677165,False,False,False,False,False,False,normal
4055,5174,53,1,853,189,1042,0.22157092614302462,8,5,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.3627639155470249,False,False,False,False,False,False,normal
4464,2181,980,1,4,16,20,4.0,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,True,False,0.4,False,False,False,False,False,False,port_scan
696,4527,443,2,613,225,838,0.367047308319739,2,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5369928400954653,False,False,False,False,False,False,normal
9807,6861,53,1,336,67,403,0.19940476190476192,19,1,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.33250620347394544,False,False,False,False,False,False,normal
7819,7748,21,1,140,96599,96739,689.9928571428571,1,6,True,False,True,False,True,False,True,1,True,False,False,False,False,False,1,True,False,True,False,0.0028943859250146753,False,False,False,False,False,False,data_exfiltration
47,5426,53,1,742,87,829,0.11725067385444744,6,1,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.2098914354644149,False,False,False,False,False,False,normal
7586,8812,443,1,570,218,788,0.3824561403508772,20,0,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.5532994923857868,False,False,False,False,False,False,normal
8894,8213,443,1,273,431,704,1.5787545787545787,20,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7755681818181819,False,False,False,False,False,False,normal
4720,28,53,1,677,312,989,0.4608567208271787,4,5,True,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,True,0.6309403437815976,False,False,False,False,False,False,normal
4464,2181,40,1,15,13,28,0.8666666666666667,1,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.9285714285714286,True,False,False,False,False,False,port_scan
827,8396,22,0,81,68,149,0.8395061728395061,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.912751677852349,True,False,False,False,False,True,brute_force
9345,9336,22,1,371,201,572,0.5417789757412399,5,2,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.7027972027972028,False,False,False,False,False,False,normal
3944,6293,443,2,229,60,289,0.26200873362445415,6,2,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,True,0.4152249134948097,False,False,False,False,False,False,normal
1025,8128,22,1,345,414,759,1.2,22,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.9090909090909091,False,False,False,False,False,False,normal
4012,9136,80,4,439,490,929,1.1161731207289294,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.9451022604951561,False,True,True,False,False,False,sql_injection
7819,7748,22,1,142,83574,83716,588.5492957746479,1,6,True,False,True,False,True,False,True,1,True,False,False,False,True,False,1,True,False,True,False,0.0033924219981843473,False,False,False,False,False,False,data_exfiltration
4777,6748,22,1,186,466,652,2.5053763440860215,4,0,False,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,True,False,0.5705521472392638,False,False,False,False,False,False,normal
3043,2181,22,1,408,321,729,0.7867647058823529,22,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.8806584362139918,False,False,False,False,False,False,normal
2,3558,22,1,388,297,685,0.7654639175257731,2,5,True,False,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,False,0.8671532846715329,False,False,False,False,False,False,normal
9136,9718,443,2,59,456,515,7.728813559322034,5,1,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,True,False,0.22912621359223306,False,False,False,False,False,False,normal
827,8396,22,0,69,52,121,0.7536231884057971,1,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.859504132231405,False,False,False,False,False,True,brute_force
5824,4834,443,1,30,0,30,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,True,False,False,False,True,True,dos_attack
4012,9136,80,4,787,342,1129,0.43456162642947904,3,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,True,0.6058458813108947,False,True,True,False,False,False,sql_injection
8213,2180,443,2,491,271,762,0.5519348268839104,4,0,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,False,False,0.7112860892388451,False,False,False,False,False,False,normal
827,8396,22,0,55,98,153,1.7818181818181817,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,False,0.7189542483660131,True,False,False,False,False,True,brute_force
827,8396,22,0,112,40,152,0.35714285714285715,1,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.5263157894736843,True,False,False,False,False,True,brute_force
8396,6780,22,1,1200,455,1655,0.37916666666666665,14,4,False,True,True,True,True,True,False,2,True,False,False,False,True,False,1,False,False,False,True,0.5498489425981873,False,False,False,False,False,False,normal
3783,670,53,1,228,302,530,1.3245614035087718,0,3,False,False,True,True,True,True,False,2,True,False,False,False,False,False,1,False,False,False,False,0.8603773584905661,False,False,False,False,False,False,normal
4012,9136,80,4,801,430,1231,0.5368289637952559,2,5,True,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,False,False,False,0.6986190089358245,True,False,True,False,False,False,sql_injection
5824,4834,443,1,7,0,7,0.0,2,4,False,False,False,True,False,True,True,1,True,False,False,True,False,False,1,False,True,False,True,0.0,False,False,False,False,True,True,dos_attack
827,8396,22,0,97,30,127,0.30927835051546393,2,3,False,False,False,True,False,True,True,1,True,False,False,False,True,False,1,False,False,False,True,0.4724409448818898,False,False,False,False,False,True,brute_force
8272,6108,443,1,781,1988,2769,2.5454545454545454,13,4,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,True,False,0.5641025641025641,False,False,False,False,False,False,normal
7819,7748,443,1,200,93087,93287,465.435,5,6,True,False,True,False,True,False,True,1,True,False,False,True,False,False,1,True,False,True,False,0.004287842893436422,False,False,False,False,False,False,data_exfiltration
9535,3087,443,1,131,925,1056,7.061068702290076,17,0,False,True,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,True,False,0.24810606060606055,False,False,False,False,False,False,normal
2995,4055,443,1,59,254,313,4.305084745762712,21,3,False,False,True,True,True,True,False,2,True,False,False,True,False,False,1,False,False,True,False,0.3769968051118211,False,False,False,False,False,False,normal
4464,2181,610,1,40,35,75,0.875,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,False,0.9333333333333333,False,False,False,False,False,False,port_scan
4464,2181,710,1,38,14,52,0.3684210526315789,2,2,False,False,False,True,False,True,True,1,False,False,False,False,False,False,1,False,True,False,True,0.5384615384615384,True,False,False,False,False,False,port_scan
